author_a,author_b,shared_works,weight
person:julia huntenburg,person:m milham,1,1
person:julia huntenburg,person:r craddock,1,1
person:julia huntenburg,person:r pereira,1,1
person:j pfannmoller,person:julia huntenburg,1,1
person:julia huntenburg,person:r mesquita,1,1
person:julia huntenburg,person:luis herrera,1,1
person:daniela dentico,person:julia huntenburg,1,1
person:julia huntenburg,person:v sochat,1,1
person:b nichols,person:julia huntenburg,1,1
person:a heinsfeld,person:julia huntenburg,1,1
person:a franco,person:julia huntenburg,1,1
person:a buchweitz,person:julia huntenburg,1,1
person:felipe meneguzzi,person:julia huntenburg,1,1
person:julia huntenburg,person:julio villalon reina,1,1
person:e garyfallidis,person:julia huntenburg,1,1
person:david connor,person:m milham,1,1
person:david connor,person:r craddock,1,1
person:david connor,person:r pereira,1,1
person:david connor,person:j pfannmoller,1,1
person:david connor,person:r mesquita,1,1
person:david connor,person:luis herrera,1,1
person:daniela dentico,person:david connor,1,1
person:david connor,person:v sochat,1,1
person:b nichols,person:david connor,1,1
person:a heinsfeld,person:david connor,1,1
person:a franco,person:david connor,1,1
person:a buchweitz,person:david connor,1,1
person:david connor,person:felipe meneguzzi,1,1
person:david connor,person:julio villalon reina,1,1
person:david connor,person:e garyfallidis,1,1
person:m milham,person:r pereira,1,1
person:j pfannmoller,person:m milham,1,1
person:m milham,person:r mesquita,1,1
person:luis herrera,person:m milham,1,1
person:daniela dentico,person:m milham,1,1
person:m milham,person:v sochat,1,1
person:b nichols,person:m milham,1,1
person:a heinsfeld,person:m milham,1,1
person:a franco,person:m milham,1,1
person:a buchweitz,person:m milham,1,1
person:felipe meneguzzi,person:m milham,1,1
person:julio villalon reina,person:m milham,1,1
person:e garyfallidis,person:m milham,1,1
person:r craddock,person:r pereira,1,1
person:j pfannmoller,person:r craddock,1,1
person:r craddock,person:r mesquita,1,1
person:luis herrera,person:r craddock,1,1
person:daniela dentico,person:r craddock,1,1
person:r craddock,person:v sochat,1,1
person:b nichols,person:r craddock,1,1
person:a heinsfeld,person:r craddock,1,1
person:a franco,person:r craddock,1,1
person:a buchweitz,person:r craddock,1,1
person:felipe meneguzzi,person:r craddock,1,1
person:julio villalon reina,person:r craddock,1,1
person:e garyfallidis,person:r craddock,1,1
person:j pfannmoller,person:r pereira,1,1
person:r mesquita,person:r pereira,1,1
person:luis herrera,person:r pereira,1,1
person:daniela dentico,person:r pereira,1,1
person:r pereira,person:v sochat,1,1
person:b nichols,person:r pereira,1,1
person:a heinsfeld,person:r pereira,1,1
person:a franco,person:r pereira,1,1
person:a buchweitz,person:r pereira,1,1
person:felipe meneguzzi,person:r pereira,1,1
person:julio villalon reina,person:r pereira,1,1
person:e garyfallidis,person:r pereira,1,1
person:j pfannmoller,person:r mesquita,1,1
person:j pfannmoller,person:luis herrera,1,1
person:daniela dentico,person:j pfannmoller,1,1
person:j pfannmoller,person:v sochat,1,1
person:b nichols,person:j pfannmoller,1,1
person:a heinsfeld,person:j pfannmoller,1,1
person:a franco,person:j pfannmoller,1,1
person:a buchweitz,person:j pfannmoller,1,1
person:felipe meneguzzi,person:j pfannmoller,1,1
person:j pfannmoller,person:julio villalon reina,1,1
person:e garyfallidis,person:j pfannmoller,1,1
person:luis herrera,person:r mesquita,1,1
person:daniela dentico,person:r mesquita,1,1
person:r mesquita,person:v sochat,1,1
person:b nichols,person:r mesquita,1,1
person:a heinsfeld,person:r mesquita,1,1
person:a franco,person:r mesquita,1,1
person:a buchweitz,person:r mesquita,1,1
person:felipe meneguzzi,person:r mesquita,1,1
person:julio villalon reina,person:r mesquita,1,1
person:e garyfallidis,person:r mesquita,1,1
person:daniela dentico,person:luis herrera,1,1
person:luis herrera,person:v sochat,1,1
person:b nichols,person:luis herrera,1,1
person:a heinsfeld,person:luis herrera,1,1
person:a franco,person:luis herrera,1,1
person:a buchweitz,person:luis herrera,1,1
person:felipe meneguzzi,person:luis herrera,1,1
person:julio villalon reina,person:luis herrera,1,1
person:e garyfallidis,person:luis herrera,1,1
person:daniela dentico,person:v sochat,1,1
person:b nichols,person:daniela dentico,1,1
person:a heinsfeld,person:daniela dentico,1,1
person:a franco,person:daniela dentico,1,1
person:a buchweitz,person:daniela dentico,1,1
person:daniela dentico,person:felipe meneguzzi,1,1
person:daniela dentico,person:julio villalon reina,1,1
person:daniela dentico,person:e garyfallidis,1,1
person:b nichols,person:v sochat,1,1
person:a heinsfeld,person:v sochat,1,1
person:a franco,person:v sochat,1,1
person:a buchweitz,person:v sochat,1,1
person:felipe meneguzzi,person:v sochat,1,1
person:julio villalon reina,person:v sochat,1,1
person:e garyfallidis,person:v sochat,1,1
person:a heinsfeld,person:b nichols,1,1
person:a franco,person:b nichols,1,1
person:a buchweitz,person:b nichols,1,1
person:b nichols,person:felipe meneguzzi,1,1
person:b nichols,person:julio villalon reina,1,1
person:b nichols,person:e garyfallidis,1,1
person:a franco,person:a heinsfeld,1,1
person:a buchweitz,person:a heinsfeld,1,1
person:a heinsfeld,person:felipe meneguzzi,1,1
person:a heinsfeld,person:julio villalon reina,1,1
person:a heinsfeld,person:e garyfallidis,1,1
person:a buchweitz,person:a franco,1,1
person:a franco,person:felipe meneguzzi,1,1
person:a franco,person:julio villalon reina,1,1
person:a franco,person:e garyfallidis,1,1
person:a buchweitz,person:felipe meneguzzi,1,1
person:a buchweitz,person:julio villalon reina,1,1
person:a buchweitz,person:e garyfallidis,1,1
person:felipe meneguzzi,person:julio villalon reina,1,1
person:e garyfallidis,person:felipe meneguzzi,1,1
person:e garyfallidis,person:julio villalon reina,1,1
person:matthew meiselman,person:xinyue cui,1,1
person:staci thornton,person:xinyue cui,1,1
person:matthew meiselman,person:staci thornton,1,1
person:matthew meiselman,person:nilay yapici,1,1
person:nilay yapici,person:staci thornton,1,1
person:f collman,person:nicholas weiler,1,1
person:j vogelstein,person:nicholas weiler,1,1
person:f collman,person:j vogelstein,1,1
person:f collman,person:r burns,1,1
person:j vogelstein,person:stephen smith,1,1
person:bradly alicea,person:jayadratha gayen,1,1
person:david bertsch,person:lesly palacios castillo,1,1
person:david bertsch,person:mark frye,1,1
person:lesly palacios castillo,person:mark frye,1,1
person:aindrila saha,person:j zuniga,1,1
person:aindrila saha,person:kainat mian,1,1
person:aindrila saha,person:haoshen zhai,1,1
person:aindrila saha,person:paul derr,1,1
person:j zuniga,person:kainat mian,1,1
person:haoshen zhai,person:j zuniga,1,1
person:j zuniga,person:paul derr,1,1
person:j zuniga,person:m hoon,1,1
person:j zuniga,person:raunak sinha,1,1
person:haoshen zhai,person:kainat mian,1,1
person:kainat mian,person:paul derr,1,1
person:kainat mian,person:m hoon,1,1
person:kainat mian,person:raunak sinha,1,1
person:haoshen zhai,person:paul derr,1,1
person:haoshen zhai,person:m hoon,1,1
person:haoshen zhai,person:raunak sinha,1,1
person:m hoon,person:paul derr,1,1
person:paul derr,person:raunak sinha,1,1
person:binbin lu,person:kaiyu wang,1,1
person:akinao nose,person:binbin lu,1,1
person:akinao nose,person:kaiyu wang,1,1
person:femke hurtak,person:p ozdil,1,1
person:femke hurtak,person:jonathan arreguit,1,1
person:clara scherrer,person:femke hurtak,1,1
person:a ijspeert,person:femke hurtak,1,1
person:femke hurtak,person:pavan ramdya,1,1
person:b szegedy,person:marton posfai,1,1
person:iva bacic,person:marton posfai,1,1
person:luka blagojevic,person:marton posfai,1,1
person:m abert,person:marton posfai,1,1
person:j kertesz,person:marton posfai,1,1
person:laszlo lovasz,person:marton posfai,1,1
person:albert laszlo barabasi,person:marton posfai,1,1
person:b szegedy,person:iva bacic,1,1
person:b szegedy,person:luka blagojevic,1,1
person:b szegedy,person:m abert,1,1
person:b szegedy,person:j kertesz,1,1
person:b szegedy,person:laszlo lovasz,1,1
person:albert laszlo barabasi,person:b szegedy,1,1
person:iva bacic,person:luka blagojevic,1,1
person:iva bacic,person:m abert,1,1
person:iva bacic,person:j kertesz,1,1
person:iva bacic,person:laszlo lovasz,1,1
person:albert laszlo barabasi,person:iva bacic,1,1
person:luka blagojevic,person:m abert,1,1
person:j kertesz,person:luka blagojevic,1,1
person:laszlo lovasz,person:luka blagojevic,1,1
person:albert laszlo barabasi,person:luka blagojevic,1,1
person:j kertesz,person:m abert,1,1
person:laszlo lovasz,person:m abert,1,1
person:albert laszlo barabasi,person:m abert,1,1
person:j kertesz,person:laszlo lovasz,1,1
person:albert laszlo barabasi,person:j kertesz,1,1
person:albert laszlo barabasi,person:laszlo lovasz,1,1
person:longmi gao,person:pan gao,1,1
person:jakob straehle,person:v ravi,1,1
person:d heiland,person:jakob straehle,1,1
person:c galanis,person:jakob straehle,1,1
person:jakob straehle,person:jingjing zhang,1,1
person:jakob straehle,person:n neidert,1,1
person:a el rahal,person:jakob straehle,1,1
person:i vasilikos,person:jakob straehle,1,1
person:jakob straehle,person:p kellmeyer,1,1
person:c scheiwe,person:jakob straehle,1,1
person:j klingler,person:jakob straehle,1,1
person:c fung,person:jakob straehle,1,1
person:jakob straehle,person:o schnell,1,1
person:d heiland,person:v ravi,1,1
person:c galanis,person:v ravi,1,1
person:m lenz,person:v ravi,1,1
person:jingjing zhang,person:v ravi,1,1
person:n neidert,person:v ravi,1,1
person:a el rahal,person:v ravi,1,1
person:i vasilikos,person:v ravi,1,1
person:p kellmeyer,person:v ravi,1,1
person:c scheiwe,person:v ravi,1,1
person:j klingler,person:v ravi,1,1
person:c fung,person:v ravi,1,1
person:andreas vlachos,person:v ravi,1,1
person:jurgen beck,person:v ravi,1,1
person:o schnell,person:v ravi,1,1
person:c galanis,person:d heiland,1,1
person:d heiland,person:m lenz,1,1
person:d heiland,person:jingjing zhang,1,1
person:d heiland,person:n neidert,1,1
person:a el rahal,person:d heiland,1,1
person:d heiland,person:i vasilikos,1,1
person:d heiland,person:p kellmeyer,1,1
person:c scheiwe,person:d heiland,1,1
person:d heiland,person:j klingler,1,1
person:c fung,person:d heiland,1,1
person:andreas vlachos,person:d heiland,1,1
person:d heiland,person:jurgen beck,1,1
person:d heiland,person:o schnell,1,1
person:c galanis,person:m lenz,1,1
person:c galanis,person:jingjing zhang,1,1
person:c galanis,person:n neidert,1,1
person:a el rahal,person:c galanis,1,1
person:c galanis,person:i vasilikos,1,1
person:c galanis,person:p kellmeyer,1,1
person:c galanis,person:c scheiwe,1,1
person:c galanis,person:j klingler,1,1
person:c fung,person:c galanis,1,1
person:andreas vlachos,person:c galanis,1,1
person:c galanis,person:jurgen beck,1,1
person:c galanis,person:o schnell,1,1
person:jingjing zhang,person:m lenz,1,1
person:m lenz,person:n neidert,1,1
person:a el rahal,person:m lenz,1,1
person:i vasilikos,person:m lenz,1,1
person:m lenz,person:p kellmeyer,1,1
person:c scheiwe,person:m lenz,1,1
person:j klingler,person:m lenz,1,1
person:c fung,person:m lenz,1,1
person:m lenz,person:o schnell,1,1
person:jingjing zhang,person:n neidert,1,1
person:a el rahal,person:jingjing zhang,1,1
person:i vasilikos,person:jingjing zhang,1,1
person:jingjing zhang,person:p kellmeyer,1,1
person:c scheiwe,person:jingjing zhang,1,1
person:j klingler,person:jingjing zhang,1,1
person:c fung,person:jingjing zhang,1,1
person:andreas vlachos,person:jingjing zhang,1,1
person:jingjing zhang,person:jurgen beck,1,1
person:jingjing zhang,person:o schnell,1,1
person:a el rahal,person:n neidert,1,1
person:i vasilikos,person:n neidert,1,1
person:n neidert,person:p kellmeyer,1,1
person:c scheiwe,person:n neidert,1,1
person:j klingler,person:n neidert,1,1
person:c fung,person:n neidert,1,1
person:andreas vlachos,person:n neidert,1,1
person:jurgen beck,person:n neidert,1,1
person:n neidert,person:o schnell,1,1
person:a el rahal,person:i vasilikos,1,1
person:a el rahal,person:p kellmeyer,1,1
person:a el rahal,person:c scheiwe,1,1
person:a el rahal,person:j klingler,1,1
person:a el rahal,person:c fung,1,1
person:a el rahal,person:andreas vlachos,1,1
person:a el rahal,person:jurgen beck,1,1
person:a el rahal,person:o schnell,1,1
person:i vasilikos,person:p kellmeyer,1,1
person:c scheiwe,person:i vasilikos,1,1
person:i vasilikos,person:j klingler,1,1
person:c fung,person:i vasilikos,1,1
person:andreas vlachos,person:i vasilikos,1,1
person:i vasilikos,person:jurgen beck,1,1
person:i vasilikos,person:o schnell,1,1
person:c scheiwe,person:p kellmeyer,1,1
person:j klingler,person:p kellmeyer,1,1
person:c fung,person:p kellmeyer,1,1
person:andreas vlachos,person:p kellmeyer,1,1
person:jurgen beck,person:p kellmeyer,1,1
person:o schnell,person:p kellmeyer,1,1
person:c scheiwe,person:j klingler,1,1
person:c fung,person:c scheiwe,1,1
person:andreas vlachos,person:c scheiwe,1,1
person:c scheiwe,person:jurgen beck,1,1
person:c scheiwe,person:o schnell,1,1
person:c fung,person:j klingler,1,1
person:andreas vlachos,person:j klingler,1,1
person:j klingler,person:jurgen beck,1,1
person:j klingler,person:o schnell,1,1
person:andreas vlachos,person:c fung,1,1
person:c fung,person:jurgen beck,1,1
person:c fung,person:o schnell,1,1
person:andreas vlachos,person:o schnell,1,1
person:jurgen beck,person:o schnell,1,1
person:ulises pereira,person:xiao jing wang,1,1
person:m rosa,person:xiao jing wang,1,1
person:m rosa,person:ulises pereira,1,1
person:h kennedy,person:ulises pereira,1,1
person:h kennedy,person:m rosa,1,1
person:j sanes,person:jean livet,1,1
person:ali al awami,person:won ki jeong,1,1
person:narayan kasthuri,person:won ki jeong,1,1
person:alison philbrook,person:sangeetha ramachandran,1,1
person:alison philbrook,person:christopher lambert,1,1
person:alison philbrook,person:d oliver,1,1
person:alison philbrook,person:jeremy florman,1,1
person:alison philbrook,person:mark alkema,1,1
person:alison philbrook,person:michele lemons,1,1
person:alison philbrook,person:m francis,1,1
person:christopher lambert,person:sangeetha ramachandran,1,1
person:d oliver,person:sangeetha ramachandran,1,1
person:jeremy florman,person:sangeetha ramachandran,1,1
person:mark alkema,person:sangeetha ramachandran,1,1
person:michele lemons,person:sangeetha ramachandran,1,1
person:m francis,person:sangeetha ramachandran,1,1
person:christopher lambert,person:d oliver,1,1
person:christopher lambert,person:jeremy florman,1,1
person:christopher lambert,person:mark alkema,1,1
person:christopher lambert,person:michele lemons,1,1
person:christopher lambert,person:m francis,1,1
person:d oliver,person:jeremy florman,1,1
person:d oliver,person:mark alkema,1,1
person:d oliver,person:michele lemons,1,1
person:d oliver,person:m francis,1,1
person:jeremy florman,person:mark alkema,1,1
person:jeremy florman,person:michele lemons,1,1
person:jeremy florman,person:m francis,1,1
person:mark alkema,person:michele lemons,1,1
person:m francis,person:mark alkema,1,1
person:m francis,person:michele lemons,1,1
person:f pasqualetti,person:j medaglia,1,1
person:j medaglia,person:r hamilton,1,1
person:j medaglia,person:s thompson schill,1,1
person:d bassett,person:j medaglia,1,1
person:f pasqualetti,person:r hamilton,1,1
person:f pasqualetti,person:s thompson schill,1,1
person:r hamilton,person:s thompson schill,1,1
person:d bassett,person:r hamilton,1,1
person:d bassett,person:s thompson schill,1,1
person:meng xu,person:travis jarrell,1,1
person:meng xu,person:yonggang wang,1,1
person:meng xu,person:steven cook,1,1
person:d hall,person:meng xu,1,1
person:meng xu,person:scott emmons,1,1
person:b scholl,person:d fitzpatrick,1,1
person:a bates,person:xudong zhao,1,1
person:a bates,person:p popovici,1,1
person:a bates,person:arian jamasb,1,1
person:philipp schlegel,person:xudong zhao,1,1
person:p popovici,person:philipp schlegel,1,1
person:arian jamasb,person:philipp schlegel,1,1
person:n drummond,person:ruairi roberts,1,1
person:imaan tamimi,person:ruairi roberts,1,1
person:ruairi roberts,person:xudong zhao,1,1
person:p popovici,person:ruairi roberts,1,1
person:arian jamasb,person:ruairi roberts,1,1
person:a javier,person:ruairi roberts,1,1
person:n drummond,person:xudong zhao,1,1
person:n drummond,person:p popovici,1,1
person:arian jamasb,person:n drummond,1,1
person:imaan tamimi,person:xudong zhao,1,1
person:imaan tamimi,person:p popovici,1,1
person:arian jamasb,person:imaan tamimi,1,1
person:r turnbull,person:xudong zhao,1,1
person:p popovici,person:r turnbull,1,1
person:arian jamasb,person:r turnbull,1,1
person:e marin,person:xudong zhao,1,1
person:p popovici,person:xudong zhao,1,1
person:serene dhawan,person:xudong zhao,1,1
person:arian jamasb,person:xudong zhao,1,1
person:a javier,person:xudong zhao,1,1
person:fu ning li,person:xudong zhao,1,1
person:g rubin,person:xudong zhao,1,1
person:s waddell,person:xudong zhao,1,1
person:d bock,person:xudong zhao,1,1
person:marta costa,person:xudong zhao,1,1
person:g jefferis,person:xudong zhao,1,1
person:e marin,person:p popovici,1,1
person:e marin,person:serene dhawan,1,1
person:arian jamasb,person:e marin,1,1
person:p popovici,person:serene dhawan,1,1
person:arian jamasb,person:p popovici,1,1
person:a javier,person:p popovici,1,1
person:fu ning li,person:p popovici,1,1
person:g rubin,person:p popovici,1,1
person:p popovici,person:s waddell,1,1
person:d bock,person:p popovici,1,1
person:marta costa,person:p popovici,1,1
person:g jefferis,person:p popovici,1,1
person:arian jamasb,person:serene dhawan,1,1
person:g rubin,person:serene dhawan,1,1
person:a javier,person:arian jamasb,1,1
person:arian jamasb,person:fu ning li,1,1
person:arian jamasb,person:g rubin,1,1
person:arian jamasb,person:s waddell,1,1
person:arian jamasb,person:d bock,1,1
person:arian jamasb,person:marta costa,1,1
person:arian jamasb,person:g jefferis,1,1
person:c veraszto,person:n ueda,1,1
person:c veraszto,person:james beard,1,1
person:c veraszto,person:s mendes,1,1
person:c veraszto,person:konrad heinz,1,1
person:n ueda,person:s jasek,1,1
person:james beard,person:s jasek,1,1
person:s jasek,person:s mendes,1,1
person:konrad heinz,person:s jasek,1,1
person:martin guhmann,person:n ueda,1,1
person:james beard,person:martin guhmann,1,1
person:martin guhmann,person:s mendes,1,1
person:konrad heinz,person:martin guhmann,1,1
person:n ueda,person:r shahidi,1,1
person:james beard,person:r shahidi,1,1
person:r shahidi,person:s mendes,1,1
person:konrad heinz,person:r shahidi,1,1
person:james beard,person:n ueda,1,1
person:n ueda,person:s mendes,1,1
person:konrad heinz,person:n ueda,1,1
person:l bezares calderon,person:n ueda,1,1
person:elizabeth williams,person:n ueda,1,1
person:gaspar jekely,person:n ueda,1,1
person:james beard,person:s mendes,1,1
person:james beard,person:konrad heinz,1,1
person:james beard,person:l bezares calderon,1,1
person:elizabeth williams,person:james beard,1,1
person:gaspar jekely,person:james beard,1,1
person:konrad heinz,person:s mendes,1,1
person:l bezares calderon,person:s mendes,1,1
person:elizabeth williams,person:s mendes,1,1
person:gaspar jekely,person:s mendes,1,1
person:konrad heinz,person:l bezares calderon,1,1
person:elizabeth williams,person:konrad heinz,1,1
person:gaspar jekely,person:konrad heinz,1,1
person:c zucker,person:p bernstein,1,1
person:c zucker,person:r schalek,1,1
person:c zucker,person:j lichtman,1,1
person:p bernstein,person:r schalek,1,1
person:j lichtman,person:p bernstein,1,1
person:j dowling,person:p bernstein,1,1
person:j dowling,person:r schalek,1,1
person:j dowling,person:j lichtman,1,1
person:d wheeler,person:kasturi nadella,1,1
person:g ascoli,person:kasturi nadella,1,1
person:bettina gann,person:zhi hang lin,1,1
person:bettina gann,person:osnat ophir,1,1
person:bettina gann,person:t trimbuch,1,1
person:bettina gann,person:muhammad tibi,1,1
person:bettina gann,person:hermann schmidt,1,1
person:bettina gann,person:christian rosenmund,1,1
person:bettina gann,person:hannah hochgerner,1,1
person:amit zeisel,person:bettina gann,1,1
person:a kreshuk,person:elizabeth pax,1,1
person:a kreshuk,person:d bock,1,1
person:elizabeth pax,person:u kothe,1,1
person:d bock,person:u kothe,1,1
person:d bock,person:elizabeth pax,1,1
person:elizabeth pax,person:f hamprecht,1,1
person:d bock,person:f hamprecht,1,1
person:g zamora lopez,person:yuh tarng chen,1,1
person:g deco,person:g zamora lopez,1,1
person:g zamora lopez,person:m kringelbach,1,1
person:changsong zhou,person:g zamora lopez,1,1
person:g deco,person:yuh tarng chen,1,1
person:m kringelbach,person:yuh tarng chen,1,1
person:changsong zhou,person:yuh tarng chen,1,1
person:g deco,person:m kringelbach,1,1
person:changsong zhou,person:g deco,1,1
person:changsong zhou,person:m kringelbach,1,1
person:oliver schmitt,person:sebastian schwanke,1,1
person:felix lessmann,person:oliver schmitt,1,1
person:jennifer meinhardt,person:oliver schmitt,1,1
person:adrian karnitzki,person:oliver schmitt,1,1
person:linda sellner,person:oliver schmitt,1,1
person:ann christin klunker,person:oliver schmitt,1,1
person:jorg jenssen,person:oliver schmitt,1,1
person:peter eipert,person:sebastian schwanke,1,1
person:felix lessmann,person:peter eipert,1,1
person:jennifer meinhardt,person:peter eipert,1,1
person:adrian karnitzki,person:peter eipert,1,1
person:linda sellner,person:peter eipert,1,1
person:ann christin klunker,person:peter eipert,1,1
person:jorg jenssen,person:peter eipert,1,1
person:felix lessmann,person:sebastian schwanke,1,1
person:jennifer meinhardt,person:sebastian schwanke,1,1
person:julia beier,person:sebastian schwanke,1,1
person:kanar kadir,person:sebastian schwanke,1,1
person:adrian karnitzki,person:sebastian schwanke,1,1
person:linda sellner,person:sebastian schwanke,1,1
person:ann christin klunker,person:sebastian schwanke,1,1
person:frauke ru,person:sebastian schwanke,1,1
person:jorg jenssen,person:sebastian schwanke,1,1
person:felix lessmann,person:jennifer meinhardt,1,1
person:felix lessmann,person:julia beier,1,1
person:felix lessmann,person:kanar kadir,1,1
person:adrian karnitzki,person:felix lessmann,1,1
person:felix lessmann,person:linda sellner,1,1
person:ann christin klunker,person:felix lessmann,1,1
person:felix lessmann,person:frauke ru,1,1
person:felix lessmann,person:jorg jenssen,1,1
person:jennifer meinhardt,person:julia beier,1,1
person:jennifer meinhardt,person:kanar kadir,1,1
person:adrian karnitzki,person:jennifer meinhardt,1,1
person:jennifer meinhardt,person:linda sellner,1,1
person:ann christin klunker,person:jennifer meinhardt,1,1
person:frauke ru,person:jennifer meinhardt,1,1
person:jennifer meinhardt,person:jorg jenssen,1,1
person:adrian karnitzki,person:julia beier,1,1
person:julia beier,person:linda sellner,1,1
person:ann christin klunker,person:julia beier,1,1
person:jorg jenssen,person:julia beier,1,1
person:adrian karnitzki,person:kanar kadir,1,1
person:kanar kadir,person:linda sellner,1,1
person:ann christin klunker,person:kanar kadir,1,1
person:jorg jenssen,person:kanar kadir,1,1
person:adrian karnitzki,person:linda sellner,1,1
person:adrian karnitzki,person:ann christin klunker,1,1
person:adrian karnitzki,person:frauke ru,1,1
person:adrian karnitzki,person:jorg jenssen,1,1
person:ann christin klunker,person:linda sellner,1,1
person:frauke ru,person:linda sellner,1,1
person:jorg jenssen,person:linda sellner,1,1
person:ann christin klunker,person:frauke ru,1,1
person:ann christin klunker,person:jorg jenssen,1,1
person:frauke ru,person:jorg jenssen,1,1
person:yongchuan zhu,person:zehao jin,1,1
person:cun quan zhang,person:zehao jin,1,1
person:yanan sui,person:zehao jin,1,1
person:cun quan zhang,person:yongchuan zhu,1,1
person:yanan sui,person:yongchuan zhu,1,1
person:cun quan zhang,person:yanan sui,1,1
person:kei jokura,person:s jasek,1,1
person:kei jokura,person:lara niederhaus,1,1
person:kei jokura,person:p burkhardt,1,1
person:gaspar jekely,person:kei jokura,1,1
person:lara niederhaus,person:s jasek,1,1
person:p burkhardt,person:s jasek,1,1
person:lara niederhaus,person:p burkhardt,1,1
person:gaspar jekely,person:lara niederhaus,1,1
person:gaspar jekely,person:p burkhardt,1,1
person:charles crouse,person:steven cook,1,1
person:charles crouse,person:eviatar yemini,1,1
person:charles crouse,person:d hall,1,1
person:charles crouse,person:scott emmons,1,1
person:charles crouse,person:oliver hobert,1,1
person:d hall,person:eviatar yemini,1,1
person:m shanahan,person:v bingman,1,1
person:m shanahan,person:toru shimizu,1,1
person:m shanahan,person:martin wild,1,1
person:m shanahan,person:o gunturkun,1,1
person:toru shimizu,person:v bingman,1,1
person:martin wild,person:v bingman,1,1
person:o gunturkun,person:v bingman,1,1
person:martin wild,person:toru shimizu,1,1
person:o gunturkun,person:toru shimizu,1,1
person:martin wild,person:o gunturkun,1,1
person:alexa schlotter,person:sergio bernal garcia,1,1
person:daniela pereira,person:sergio bernal garcia,1,1
person:aleksandra recupero,person:sergio bernal garcia,1,1
person:franck polleux,person:sergio bernal garcia,1,1
person:luke hammond,person:sergio bernal garcia,1,1
person:alexa schlotter,person:daniela pereira,1,1
person:aleksandra recupero,person:alexa schlotter,1,1
person:alexa schlotter,person:franck polleux,1,1
person:alexa schlotter,person:luke hammond,1,1
person:aleksandra recupero,person:daniela pereira,1,1
person:daniela pereira,person:franck polleux,1,1
person:daniela pereira,person:luke hammond,1,1
person:aleksandra recupero,person:franck polleux,1,1
person:aleksandra recupero,person:luke hammond,1,1
person:franck polleux,person:luke hammond,1,1
person:cencheng shen,person:jesus arroyo,1,1
person:cencheng shen,person:junhao xiong,1,1
person:jesus arroyo,person:junhao xiong,1,1
person:j vogelstein,person:junhao xiong,1,1
person:corey willicott,person:kim caldwell,1,1
person:g caldwell,person:kim caldwell,1,1
person:corey willicott,person:g caldwell,1,1
person:mariano soiza reilly,person:p saggau,1,1
person:benjamin arenkiel,person:mariano soiza reilly,1,1
person:benjamin arenkiel,person:p saggau,1,1
person:junyang wang,person:woo bin jung,1,1
person:junyang wang,person:rona gertner,1,1
person:hong mi park,person:junyang wang,1,1
person:do hyun ham,person:junyang wang,1,1
person:rona gertner,person:woo bin jung,1,1
person:hong mi park,person:woo bin jung,1,1
person:do hyun ham,person:woo bin jung,1,1
person:hong mi park,person:rona gertner,1,1
person:do hyun ham,person:rona gertner,1,1
person:do hyun ham,person:hong mi park,1,1
person:joshua faskowitz,person:m puxeddu,1,1
person:m puxeddu,person:y yovel,1,1
person:m puxeddu,person:yaniv assaf,1,1
person:caio seguin,person:joshua faskowitz,1,1
person:joshua faskowitz,person:y yovel,1,1
person:joshua faskowitz,person:yaniv assaf,1,1
person:joshua faskowitz,person:richard betzel,1,1
person:joshua faskowitz,person:olaf sporns,1,1
person:caio seguin,person:y yovel,1,1
person:caio seguin,person:yaniv assaf,1,1
person:y yovel,person:yaniv assaf,1,1
person:richard betzel,person:y yovel,1,1
person:olaf sporns,person:y yovel,1,1
person:richard betzel,person:yaniv assaf,1,1
person:olaf sporns,person:yaniv assaf,1,1
person:olaf sporns,person:richard betzel,1,1
person:a wilson,person:m babadi,1,1
person:ankur gogoi,person:g keiser,1,1
person:ankur gogoi,person:f kao,1,1
person:ankur gogoi,person:ann shyn chiang,1,1
person:f kao,person:g keiser,1,1
person:ann shyn chiang,person:g keiser,1,1
person:d shekouh,person:helia sadat kaboli,1,1
person:d shekouh,person:mohammadreza ghaffarzadeh esfahani,1,1
person:d shekouh,person:mohammadmahdi khayamdar,1,1
person:d shekouh,person:zeinab hamedani,1,1
person:d shekouh,person:s oraee yazdani,1,1
person:alireza zali,person:d shekouh,1,1
person:d shekouh,person:elnaz amanzadeh,1,1
person:helia sadat kaboli,person:mohammadreza ghaffarzadeh esfahani,1,1
person:helia sadat kaboli,person:mohammadmahdi khayamdar,1,1
person:helia sadat kaboli,person:zeinab hamedani,1,1
person:helia sadat kaboli,person:s oraee yazdani,1,1
person:alireza zali,person:helia sadat kaboli,1,1
person:elnaz amanzadeh,person:helia sadat kaboli,1,1
person:mohammadmahdi khayamdar,person:mohammadreza ghaffarzadeh esfahani,1,1
person:mohammadreza ghaffarzadeh esfahani,person:zeinab hamedani,1,1
person:mohammadreza ghaffarzadeh esfahani,person:s oraee yazdani,1,1
person:alireza zali,person:mohammadreza ghaffarzadeh esfahani,1,1
person:elnaz amanzadeh,person:mohammadreza ghaffarzadeh esfahani,1,1
person:mohammadmahdi khayamdar,person:zeinab hamedani,1,1
person:mohammadmahdi khayamdar,person:s oraee yazdani,1,1
person:alireza zali,person:mohammadmahdi khayamdar,1,1
person:elnaz amanzadeh,person:mohammadmahdi khayamdar,1,1
person:s oraee yazdani,person:zeinab hamedani,1,1
