author_norm,person_id,display_name,works_in_corpus,weighted_degree,betweenness,community_id
person:cynthia rais,person:cynthia rais,Cynthia Rais,1,10.0,0.0,5
person:f morellini,person:f morellini,F. Morellini,1,10.0,0.0,5
person:i hanganu opatz,person:i hanganu opatz,I. Hanganu-Opatz,1,10.0,0.0,5
person:j simon wiegert,person:j simon wiegert,J. Simon Wiegert,1,10.0,0.0,5
person:s tappan,person:s tappan,S. Tappan,1,10.0,0.0,0
person:brian eastwood,person:brian eastwood,Brian S. Eastwood,1,10.0,0.0,0
person:nathan connor,person:nathan connor,Nathan J. O'Connor,1,10.0,0.0,0
person:c schmitz,person:c schmitz,C. Schmitz,1,10.0,0.0,0
person:jack glaser,person:jack glaser,Jack R. Glaser,1,10.0,0.0,0
person:m pekala,person:m pekala,M. Pekala,1,10.0,0.0,2
person:khaled zemoura,person:khaled zemoura,Khaled Zemoura,1,10.0,0.0,2
person:simon watkins,person:simon watkins,Simon C Watkins,1,10.0,0.0,2
person:don arnold,person:don arnold,Don B. Arnold,1,10.0,0.0,2
person:a haubrich,person:a haubrich,A. Haubrich,1,10.0,0.0,2
person:l hogrebe,person:l hogrebe,L. Hogrebe,1,10.0,0.0,8
person:cameron christensen,person:cameron christensen,Cameron Christensen,1,10.0,0.0,8
person:m bridge,person:m bridge,M. Bridge,1,10.0,0.0,8
person:li dai,person:li dai,Li Dai,1,10.0,0.0,8
person:badrinath roysam,person:badrinath roysam,Badrinath Roysam,1,10.0,0.0,8
person:j korenberg,person:j korenberg,J. R. Korenberg,1,10.0,0.0,8
person:maarten zwart,person:maarten zwart,Maarten F. Zwart,1,10.0,0.0,2
person:f midgley,person:f midgley,F. Midgley,1,10.0,0.0,2
person:curtis loer,person:curtis loer,Curtis M. Loer,1,10.0,0.0,4
person:n memar,person:n memar,N. Memar,1,10.0,0.0,4
person:sarah stephen,person:sarah stephen,Sarah Stephen,1,10.0,0.0,4
person:daniel bumbarger,person:daniel bumbarger,Daniel J. Bumbarger,1,10.0,0.0,4
person:ralf schnabel,person:ralf schnabel,Ralf Schnabel,1,10.0,0.0,4
person:ralf sommer,person:ralf sommer,Ralf J. Sommer,1,10.0,0.0,4
person:jeffrey rhoades,person:jeffrey rhoades,Jeffrey L. Rhoades,1,10.0,0.0,9
person:paige nurkin,person:paige nurkin,Paige Nurkin,1,10.0,0.0,1
person:richard ren,person:richard ren,Richard Ren,1,10.0,0.0,1
person:micaela roth,person:micaela roth,Micaela Roth,1,10.0,0.0,1
person:ayal yakobe,person:ayal yakobe,Ayal Yakobe,1,10.0,0.0,1
person:laura pereira,person:laura pereira,Laura Pereira,1,10.0,0.0,4
person:paschalis kratsios,person:paschalis kratsios,Paschalis Kratsios,1,10.0,0.0,4
person:h sheftel,person:h sheftel,H. Sheftel,1,10.0,0.0,4
person:a mayo,person:a mayo,A. Mayo,1,10.0,0.0,4
person:brigitte leboeuf,person:brigitte leboeuf,Brigitte LeBoeuf,1,10.0,0.0,4
person:simon warchol,person:simon warchol,Simon Warchol,1,10.0,0.0,1
person:ulysse klatzmann,person:ulysse klatzmann,Ulysse Klatzmann,1,10.0,0.0,5
person:p theodoni,person:p theodoni,P. Theodoni,1,10.0,0.0,5
person:jorge mejias,person:jorge mejias,Jorge F. Mejías,1,10.0,0.0,5
person:lucija rapan,person:lucija rapan,Lucija Rapan,1,10.0,0.0,5
person:c sergent,person:c sergent,C. Sergent,1,10.0,0.0,5
person:s dehaene,person:s dehaene,S. Dehaene,1,10.0,0.0,5
person:ya hui chou,person:ya hui chou,Ya-Hui Chou,1,10.0,0.0,2
person:hao wei huang,person:hao wei huang,Hao-Wei Huang,1,10.0,0.0,2
person:nan fu liou,person:nan fu liou,Nan-Fu Liou,1,10.0,0.0,2
person:michael raphael panganiban,person:michael raphael panganiban,Michael Raphael Panganiban,1,10.0,0.0,2
person:david luginbuhl,person:david luginbuhl,David J. Luginbuhl,1,10.0,0.0,2
person:liang liang,person:liang liang,Liang Liang,1,10.0,0.0,2
person:j owen,person:j owen,J. Owen,1,10.0,0.0,55
person:fanpei yang,person:fanpei yang,Fanpei G. Yang,1,10.0,0.0,55
person:c shetty,person:c shetty,C. Shetty,1,10.0,0.0,55
person:polina bukshpun,person:polina bukshpun,Polina Bukshpun,1,10.0,0.0,55
person:s vora,person:s vora,S. Vora,1,10.0,0.0,55
person:mari wakahiro,person:mari wakahiro,Mari Wakahiro,1,10.0,0.0,55
person:l hinkley,person:l hinkley,L. Hinkley,1,10.0,0.0,55
person:s nagarajan,person:s nagarajan,S. Nagarajan,1,10.0,0.0,55
person:e sherr,person:e sherr,E. Sherr,1,10.0,0.0,55
person:p mukherjee,person:p mukherjee,P. Mukherjee,1,10.0,0.0,55
person:s cocozza,person:s cocozza,S. Cocozza,1,10.0,0.0,43
person:s schiavi,person:s schiavi,S. Schiavi,1,10.0,0.0,43
person:g pontillo,person:g pontillo,G. Pontillo,1,10.0,0.0,43
person:matteo battocchio,person:matteo battocchio,Matteo Battocchio,1,10.0,0.0,43
person:e riccio,person:e riccio,E. Riccio,1,10.0,0.0,43
person:simona caccavallo,person:simona caccavallo,Simona Caccavallo,1,10.0,0.0,43
person:c russo,person:c russo,C. Russo,1,10.0,0.0,43
person:teodolinda di risi,person:teodolinda di risi,Teodolinda Di Risi,1,10.0,0.0,43
person:a pisani,person:a pisani,A. Pisani,1,10.0,0.0,43
person:alessandro daducci,person:alessandro daducci,Alessandro Daducci,1,10.0,0.0,43
person:a brunetti,person:a brunetti,A. Brunetti,1,10.0,0.0,43
person:carsten tischbirek,person:carsten tischbirek,Carsten H. Tischbirek,1,10.0,0.0,0
person:lingjing fang,person:lingjing fang,Lingjing Fang,1,10.0,0.0,0
person:duncan chadly,person:duncan chadly,Duncan M. Chadly,1,10.0,0.0,0
person:saori lobbia,person:saori lobbia,Saori Lobbia,1,10.0,0.0,0
person:j aguirre,person:j aguirre,J. D. Aguirre,1,10.0,0.0,0
person:yodai takei,person:yodai takei,Yodai Takei,1,10.0,0.0,0
person:m elowitz,person:m elowitz,M. Elowitz,1,10.0,0.0,0
person:long cai,person:long cai,Long Cai,1,10.0,0.0,0
person:o benkarim,person:o benkarim,O. Benkarim,1,10.0,0.0,5
person:c weber,person:c weber,C. Weber,1,10.0,0.0,5
person:valeria kebets,person:valeria kebets,Valeria Kebets,1,10.0,0.0,5
person:serena fett,person:serena fett,Serena Fett,1,10.0,0.0,5
person:a martino,person:a martino,A. Martino,1,10.0,0.0,5
person:v gangadharan,person:v gangadharan,V. Gangadharan,1,10.0,0.0,6
person:abdelrahman khalifa,person:abdelrahman khalifa,Abdelrahman Khalifa,1,10.0,0.0,6
person:niansheng ju,person:niansheng ju,Niansheng Ju,1,10.0,0.0,6
person:j gempt,person:j gempt,J. Gempt,1,10.0,0.0,6
person:wenjian tan,person:wenjian tan,Wenjian Tan,1,10.0,0.0,8
person:ouyang xuan,person:ouyang xuan,Ouyang Xuan,1,10.0,0.0,8
person:h tao,person:h tao,H. Tao,1,10.0,0.0,8
person:l palaniyappan,person:l palaniyappan,L. Palaniyappan,1,10.0,0.0,8
person:n makris,person:n makris,N. Makris,1,10.0,0.0,5
person:j kaiser,person:j kaiser,J. Kaiser,1,10.0,0.0,5
person:matthew albaugh,person:matthew albaugh,Matthew D. Albaugh,1,10.0,0.0,5
person:m kubicki,person:m kubicki,M. Kubicki,1,10.0,0.0,5
person:yogesh rathi,person:yogesh rathi,Yogesh Rathi,1,10.0,0.0,5
person:l donnell,person:l donnell,L. O’Donnell,1,10.0,0.0,5
person:e yeterian,person:e yeterian,E. Yeterian,1,10.0,0.0,5
person:v caviness,person:v caviness,V. Caviness,1,10.0,0.0,5
person:marah abdin,person:marah abdin,Marah Abdin,1,10.0,0.0,2
person:shweti mahajan,person:shweti mahajan,Shweti Mahajan,1,10.0,0.0,2
person:a basu,person:a basu,A. Basu,1,10.0,0.0,2
person:piali choudhury,person:piali choudhury,Piali Choudhury,1,10.0,0.0,2
person:c churas,person:c churas,C. Churas,1,10.0,0.0,0
person:lucas tindall,person:lucas tindall,Lucas Tindall,1,10.0,0.0,0
person:matthew madany,person:matthew madany,Matthew Madany,1,10.0,0.0,0
person:raffi akay,person:raffi akay,Raffi Akay,1,10.0,0.0,0
person:s peltier,person:s peltier,S. Peltier,1,10.0,0.0,0
person:f grillo,person:f grillo,F. Grillo,1,10.0,0.0,7
person:v de paola,person:v de paola,V. De Paola,1,10.0,0.0,7
person:yichen qin,person:yichen qin,Yichen Qin,1,10.0,0.0,2
person:m scolamiero,person:m scolamiero,M. Scolamiero,1,9.0,0.0,7
person:katharine turner,person:katharine turner,Katharine Turner,1,9.0,0.0,7
person:pawe otko,person:pawe otko,Paweł Dłotko,1,9.0,0.0,7
person:paul pfeiffer,person:paul pfeiffer,Paul Pfeiffer,1,9.0,0.0,2
person:andria slaughter,person:andria slaughter,Andria Slaughter,1,9.0,0.0,11
person:katelyn hedden,person:katelyn hedden,Katelyn Hedden,1,9.0,0.0,11
person:ariane boehm,person:ariane boehm,Ariane Boehm,1,9.0,0.0,40
person:anja friedrich,person:anja friedrich,Anja B. Friedrich,1,9.0,0.0,40
person:p bandow,person:p bandow,P. Bandow,1,9.0,0.0,40
person:sydney hunt,person:sydney hunt,Sydney Hunt,1,9.0,0.0,40
person:j claussen,person:j claussen,J. Claussen,1,9.0,0.0,40
person:marie helen link,person:marie helen link,Marie-Helen Link,1,9.0,0.0,40
person:thomas hofmann,person:thomas hofmann,Thomas F. Hofmann,1,9.0,0.0,40
person:corinna dawid,person:corinna dawid,Corinna Dawid,1,9.0,0.0,40
person:cameron shand,person:cameron shand,Cameron Shand,1,9.0,0.0,2
person:patricia grob,person:patricia grob,Patricia Grob,1,9.0,0.0,1
person:a hassan,person:a hassan,A. Hassan,1,9.0,0.0,1
person:jose garcia cerdan,person:jose garcia cerdan,José G García-Cerdán,1,9.0,0.0,1
person:krishna niyogi,person:krishna niyogi,Krishna K. Niyogi,1,9.0,0.0,1
person:e nogales,person:e nogales,E. Nogales,1,9.0,0.0,1
person:r weinberg,person:r weinberg,R. Weinberg,1,9.0,0.0,1
person:rebecca stecky,person:rebecca stecky,Rebecca C Stecky,1,9.0,0.0,4
person:lauren neal,person:lauren neal,Lauren A. Neal,1,9.0,0.0,4
person:vishnu balaji,person:vishnu balaji,Vishnu Balaji,1,9.0,0.0,4
person:t hoppe,person:t hoppe,T. Hoppe,1,9.0,0.0,4
person:h dodt,person:h dodt,H. Dodt,1,9.0,0.0,44
person:u leischner,person:u leischner,U. Leischner,1,9.0,0.0,44
person:a schierloh,person:a schierloh,A. Schierloh,1,9.0,0.0,44
person:n jahrling,person:n jahrling,N. Jährling,1,9.0,0.0,44
person:c mauch,person:c mauch,C. P. Mauch,1,9.0,0.0,44
person:k deininger,person:k deininger,K. Deininger,1,9.0,0.0,44
person:j deussing,person:j deussing,J. Deussing,1,9.0,0.0,44
person:m eder,person:m eder,M. Eder,1,9.0,0.0,44
person:w zieglgansberger,person:w zieglgansberger,W. Zieglgänsberger,1,9.0,0.0,44
person:k becker,person:k becker,K. Becker,1,9.0,0.0,44
person:steven winter,person:steven winter,Steven Winter,1,9.0,0.0,5
person:z han,person:z han,Z. Han,1,9.0,0.0,5
person:jessica tremblay,person:jessica tremblay,Jessica T. Tremblay,1,9.0,0.0,5
person:h moon,person:h moon,H. Moon,1,9.0,0.0,5
person:daniel marcellino,person:daniel marcellino,Daniel Marcellino,1,9.0,0.0,5
person:david dunson,person:david dunson,David B. Dunson,1,9.0,0.0,5
person:jonathan klimesch,person:jonathan klimesch,Jonathan Klimesch,1,9.0,0.0,6
person:andrei mancu,person:andrei mancu,Andrei Mancu,1,9.0,0.0,6
person:hashir ahmad,person:hashir ahmad,Hashir Ahmad,1,9.0,0.0,6
person:maximilian joesch,person:maximilian joesch,Maximilian Joesch,1,9.0,0.0,6
person:david mankus,person:david mankus,David Mankus,1,9.0,0.0,6
person:m yamagata,person:m yamagata,M. Yamagata,1,9.0,0.0,6
person:adi suissa peleg,person:adi suissa peleg,Adi Suissa-Peleg,1,9.0,0.0,6
person:m meister,person:m meister,M. Meister,1,9.0,0.0,6
person:lindsey fernandez,person:lindsey fernandez,Lindsey R. Fernandez,1,9.0,0.0,2
person:guido stam,person:guido stam,Guido Stam,1,9.0,0.0,13
person:chaogan yan,person:chaogan yan,Chaogan Yan,1,9.0,0.0,5
person:adriana di martino,person:adriana di martino,Adriana Di Martino,1,9.0,0.0,5
person:c kelly,person:c kelly,C. Kelly,1,9.0,0.0,5
person:k heberlein,person:k heberlein,K. Heberlein,1,9.0,0.0,5
person:stanley colcombe,person:stanley colcombe,Stanley J. Colcombe,1,9.0,0.0,5
person:markus klose,person:markus klose,Markus K. Klose,1,9.0,0.0,2
person:dinara bulgari,person:dinara bulgari,Dinara Bulgari,1,9.0,0.0,2
person:sydney gregg,person:sydney gregg,Sydney N. Gregg,1,9.0,0.0,2
person:xiju xia,person:xiju xia,Xiju Xia,1,9.0,0.0,2
