facet,value,era,time_role,n_working_set,n_global_core,champion_work_id,champion_doi,champion_title,champion_year,champion_in_global_core,in,out,k_core,year_cites_percentile
axis,biological_application,2018–2019,history,1,1,work_85e90cad98b9be25,10.1101/394403,Neural circuit basis of aversive odour processing in Drosophila from sensory input to descending output,2018,yes,6,2,8,62
axis,bridge,2018–2019,history,1,1,work_c0291cd6d5d32157,10.1523/jneurosci.1169-19.2019,BRAIN Initiative: Cutting-Edge Tools and Resources for the Community,2019,yes,0,0,0,62
stage,synapses,2018–2019,history,15,13,work_cc31e996b2ec9309,10.1109/isbi45749.2020.9098489,Synaptic Partner Assignment Using Attentional Voxel Association Networks,2019,yes,26,14,13,72
stage,graph_analysis,2018–2019,history,86,69,work_cfa0e3eb48787eff,10.1038/s41586-019-1352-7,Whole-animal connectomes of both Caenorhabditis elegans sexes,2019,yes,154,16,13,100
stage,proofreading,2018–2019,history,35,27,work_f56a7ec87aa3e03a,10.3389/fncir.2018.00088,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks,2018,yes,23,9,13,93
stage,preparation,2018–2019,history,18,10,work_de4d7cf37dfad297,10.3389/fnana.2018.00112,Multi-Beam Scanning Electron Microscopy for High-Throughput Imaging in Connectomics Research,2018,yes,14,20,13,69
stage,sectioning,2018–2019,history,26,22,work_d552830c86eb491f,10.1109/tpami.2018.2835450,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstruction,2019,yes,52,2,13,97
stage,acquisition,2018–2019,history,28,22,work_c6b4755fa98e0894,10.1126/science.aay3134,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,yes,98,27,13,97
stage,modeling,2018–2019,history,23,17,work_4888d0293b40ce35,10.1016/j.conb.2019.07.007,Constraining computational models using electron microscopy wiring diagrams.,2019,yes,9,9,13,57
stage,segmentation,2018–2019,history,38,35,work_c6b4755fa98e0894,10.1126/science.aay3134,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,yes,98,27,13,97
stage,alignment,2018–2019,history,10,7,work_8eb544cf75eb1e58,10.1242/jeb.164954,Of what use is connectomics? A personal perspective on the Drosophila connectome,2018,yes,21,13,13,69
stage,infrastructure,2018–2019,history,47,33,work_9bc341caddd144e5,10.3389/fncir.2019.00005,DVID: Distributed Versioned Image-Oriented Dataservice,2019,yes,22,10,13,64
organism,fly,2018–2019,history,32,27,work_8eb544cf75eb1e58,10.1242/jeb.164954,Of what use is connectomics? A personal perspective on the Drosophila connectome,2018,yes,21,13,13,69
organism,mouse,2018–2019,history,36,30,work_c6b4755fa98e0894,10.1126/science.aay3134,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,yes,98,27,13,97
organism,elegans,2018–2019,history,34,32,work_cfa0e3eb48787eff,10.1038/s41586-019-1352-7,Whole-animal connectomes of both Caenorhabditis elegans sexes,2019,yes,154,16,13,100
organism,zebrafish,2018–2019,history,5,4,work_17f8a533cf7cabc4,10.1016/j.neuron.2019.04.034,A Cellular-Resolution Atlas of the Larval Zebrafish Brain.,2019,yes,4,1,5,98
organism,other,2018–2019,history,10,8,work_3a8e55c0032e0c3d,10.1523/jneurosci.0778-19.2019,Connectomic Identification and Three-Dimensional Color Tuning of S-OFF Midget Ganglion Cells in the Primate Retina,2018,yes,6,2,6,64
dataset,DS09/DS10 mouse retina,2018–2019,history,11,9,work_3a8e55c0032e0c3d,10.1523/jneurosci.0778-19.2019,Connectomic Identification and Three-Dimensional Color Tuning of S-OFF Midget Ganglion Cells in the Primate Retina,2018,yes,6,2,6,64
dataset,DS01 C. elegans (White+),2018–2019,history,34,32,work_cfa0e3eb48787eff,10.1038/s41586-019-1352-7,Whole-animal connectomes of both Caenorhabditis elegans sexes,2019,yes,154,16,13,100
dataset,DS13 MICrONS,2018–2019,history,4,4,work_8fd725d2118803e2,10.1038/s41467-020-18659-3,A petascale automated imaging pipeline for mapping neuronal circuits with high-throughput transmission electron microscopy,2019,yes,17,6,13,93
dataset,DS03 Drosophila larva,2018–2019,history,12,10,work_8eb544cf75eb1e58,10.1242/jeb.164954,Of what use is connectomics? A personal perspective on the Drosophila connectome,2018,yes,21,13,13,69
dataset,DS15 zebrafish,2018–2019,history,5,4,work_17f8a533cf7cabc4,10.1016/j.neuron.2019.04.034,A Cellular-Resolution Atlas of the Larval Zebrafish Brain.,2019,yes,4,1,5,98
dataset,DS20 Ciona,2018–2019,history,1,1,work_4b7413fa018067cf,10.1016/j.conb.2018.10.015,"Neuronal Identity: The neuron types of a simple chordate sibling, the tadpole larva of Ciona intestinalis.",2018,yes,2,3,4,57
dataset,DS07 VNC (FANC/MANC),2018–2019,history,2,2,work_ed43e8259dc6cab9,10.1101/855130,En bloc preparation of Drosophila brains enables high-throughput FIB-SEM connectomics,2019,yes,14,17,13,49
dataset,DS22 Platynereis,2018–2019,history,2,2,work_5347d2a55426a9b6,10.7554/elife.36440,Ciliary and rhabdomeric photoreceptor-cell circuits form a spectral depth gauge in marine zooplankton,2018,yes,3,5,7,64
dataset,DS19 songbird,2018–2019,history,2,0,work_784400c91f3cd26f,10.7554/elife.43194,Accelerated redevelopment of vocal skills is preceded by lasting reorganization of the song motor circuitry,2019,,0,1,1,42
dataset,DS12 L4 barrel cortex,2018–2019,history,2,2,work_c6b4755fa98e0894,10.1126/science.aay3134,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,yes,98,27,13,97
method,U-Net,2018–2019,history,7,6,work_d552830c86eb491f,10.1109/tpami.2018.2835450,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstruction,2019,yes,52,2,13,97
method,MagC,2018–2019,history,1,1,work_022f4537397531be,10.7554/elife.45696,"MagC, magnetic collection of ultrathin sections for volumetric correlative light and electron microscopy",2019,yes,2,2,4,47
method,CLEM,2018–2019,history,2,2,work_022f4537397531be,10.7554/elife.45696,"MagC, magnetic collection of ultrathin sections for volumetric correlative light and electron microscopy",2019,yes,2,2,4,47
method,FIB-SEM,2018–2019,history,9,7,work_8eb544cf75eb1e58,10.1242/jeb.164954,Of what use is connectomics? A personal perspective on the Drosophila connectome,2018,yes,21,13,13,69
method,GCIB-SEM,2018–2019,history,1,1,work_0f028df4c1bb42a4,10.1101/563239,GCIB-SEM: A path to 10 nm isotropic imaging of cubic millimeter volumes,2019,yes,3,5,7,25
method,mGRASP,2018–2019,history,2,1,work_1d55827a54abb8bd,10.1523/jneurosci.0155-18.2018,Schaffer Collateral Inputs to CA1 Excitatory and Inhibitory Neurons Follow Different Connectivity Rules,2018,yes,1,3,4,39
method,serial-section EM,2018–2019,history,7,6,work_f56a7ec87aa3e03a,10.3389/fncir.2018.00088,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks,2018,yes,23,9,13,93
method,TEM,2018–2019,history,3,3,work_8fd725d2118803e2,10.1038/s41467-020-18659-3,A petascale automated imaging pipeline for mapping neuronal circuits with high-throughput transmission electron microscopy,2019,yes,17,6,13,93
method,light-sheet,2018–2019,history,1,0,work_2d23fc156da4f7ce,10.1101/703900,TraceMontage: a Method for Merging Multiple Independent Neuronal Traces,2019,,0,1,1,10
method,confocal,2018–2019,history,3,1,work_a5f954f4563fcfc9,10.1101/278515,Flexible Learning-Free Segmentation and Reconstruction for Sparse Neuronal Circuit Tracing,2018,yes,0,6,6,2
method,SBF-SEM,2018–2019,history,6,6,work_de4d7cf37dfad297,10.3389/fnana.2018.00112,Multi-Beam Scanning Electron Microscopy for High-Throughput Imaging in Connectomics Research,2018,yes,14,20,13,69
method,Network motifs,2018–2019,history,3,3,work_6068f1e615a91237,10.1016/j.neuron.2019.10.031,A Genetic Model of the Connectome,2019,yes,17,22,13,80
method,super-resolution LM,2018–2019,history,1,1,work_6d7152bc3042d92f,10.1126/science.aaz5357,Correlative three-dimensional super-resolution and block face electron microscopy of whole vitreously frozen cells,2019,yes,2,1,3,98
method,expansion microscopy,2018–2019,history,1,1,work_6e6d74dd4f3c6069,10.1101/829903,Expansion Microscopy of Lipid Membranes,2019,yes,1,0,1,72
method,DVID,2018–2019,history,2,2,work_9bc341caddd144e5,10.3389/fncir.2019.00005,DVID: Distributed Versioned Image-Oriented Dataservice,2019,yes,22,10,13,64
method,X-ray microscopy,2018–2019,history,1,1,work_a5f954f4563fcfc9,10.1101/278515,Flexible Learning-Free Segmentation and Reconstruction for Sparse Neuronal Circuit Tracing,2018,yes,0,6,6,2
method,SEM,2018–2019,history,3,3,work_b60d03383c437391,10.1002/cne.24840,Wide-field amacrine cell inputs to ON parasol ganglion cells in macaque retina,2019,yes,5,3,6,39
method,two-photon,2018–2019,history,2,2,work_b9427d82f30c52ed,10.1101/847152,The neuroanatomical ultrastructure and function of a biological ring attractor,2019,yes,12,0,8,93
method,array tomography,2018–2019,history,2,2,work_de4d7cf37dfad297,10.3389/fnana.2018.00112,Multi-Beam Scanning Electron Microscopy for High-Throughput Imaging in Connectomics Research,2018,yes,14,20,13,69
method,Flood-filling networks,2018–2019,history,2,2,work_d3260d4a80ed1193,10.1109/cvpr.2019.00862,Cross-Classification Clustering: An Efficient Multi-Object Tracking Technique for 3-D Instance Segmentation in Connectomics,2018,yes,20,17,13,59
method,Structured-loss affinity segmentation,2018–2019,history,1,1,work_d552830c86eb491f,10.1109/tpami.2018.2835450,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstruction,2019,yes,52,2,13,97
method,ssTEM,2018–2019,history,1,1,work_de69d8974ed67b3a,10.1016/j.tice.2018.08.011,Serial block face scanning electron microscopy in cell biology: Applications and technology.,2019,yes,3,4,6,80
method,electron tomography,2018–2019,history,1,1,work_de69d8974ed67b3a,10.1016/j.tice.2018.08.011,Serial block face scanning electron microscopy in cell biology: Applications and technology.,2019,yes,3,4,6,80
method,ATUM + WaferMapper,2018–2019,history,1,1,work_e0129a80e8df81ba,10.1016/bs.mcb.2019.04.004,Serial-section electron microscopy using Automated Tape-Collecting Ultramicrotome (ATUM),2019,yes,9,4,6,81
method,Hot-knife partitioning,2018–2019,history,1,1,work_ed43e8259dc6cab9,10.1101/855130,En bloc preparation of Drosophila brains enables high-throughput FIB-SEM connectomics,2019,yes,14,17,13,49
method,VAST,2018–2019,history,1,1,work_f56a7ec87aa3e03a,10.3389/fncir.2018.00088,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks,2018,yes,23,9,13,93
method,CDeep3M cloud segmentation,2018–2019,history,1,1,work_f8eabb08474bb993,10.1038/s41592-018-0106-z,CDeep3M - Plug-and-Play cloud based deep learning for image segmentation,2018,yes,3,1,4,90
axis,pipeline_stage,2020–2021,history,179,142,work_ee5b7f908c56d881,10.1038/s41586-025-08790-w,Functional connectomics spanning multiple areas of mouse visual cortex,2021,yes,126,37,13,99
axis,registry_dataset,2020–2021,history,23,20,work_3dbce6aa5261fb05,10.7554/elife.62567,Circuits for integrating learned and innate valences in the insect brain,2021,yes,13,9,12,84
axis,biological_application,2020–2021,history,9,7,work_31d1fee6f2ffabfe,10.7554/elife.62576,The connectome of the adult Drosophila mushroom body provides insights into function,2020,yes,62,16,13,98
axis,training_outreach,2020–2021,history,3,1,work_d4793789155c9aab,10.1523/eneuro.0274-21.2021,"NEST Desktop, an Educational Application for Neuroscience",2021,,1,1,2,46
axis,untagged,2020–2021,history,24,20,work_aa4ac55bf3d997c2,10.1016/j.cell.2020.08.010,The Mind of a Mouse.,2020,yes,28,2,13,94
axis,health_translation,2020–2021,history,1,1,work_6902b71a851fc6e1,10.1126/sciadv.abc2487,Determinants of seeding and spreading of α-synuclein pathology in the brain,2020,yes,0,1,1,87
axis,field_synthesis,2020–2021,history,1,0,work_7c688ddd3be395b9,10.1016/j.neulet.2021.136052,A historical perspective on training students to create standardized maps of novel brain structure: Newly-uncovered resonances between past and present research-based neuroanatomy curricula,2021,,0,1,1,15
stage,sectioning,2020–2021,history,25,20,work_e55d932cde0c77af,10.1038/s41586-021-03778-8,Connectomes across development reveal principles of brain maturation,2021,yes,119,20,13,100
stage,acquisition,2020–2021,history,30,25,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
stage,segmentation,2020–2021,history,47,38,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
stage,proofreading,2020–2021,history,42,31,work_ee5b7f908c56d881,10.1038/s41586-025-08790-w,Functional connectomics spanning multiple areas of mouse visual cortex,2021,yes,126,37,13,99
stage,synapses,2020–2021,history,12,11,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
stage,infrastructure,2020–2021,history,54,51,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
stage,graph_analysis,2020–2021,history,98,75,work_ee5b7f908c56d881,10.1038/s41586-025-08790-w,Functional connectomics spanning multiple areas of mouse visual cortex,2021,yes,126,37,13,99
stage,preparation,2020–2021,history,21,15,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
stage,modeling,2020–2021,history,29,21,work_a1904fa7e0f72eb3,10.1038/s41593-019-0576-z,Whitening of odor representations by the wiring diagram of the olfactory bulb,2020,yes,30,4,13,87
stage,alignment,2020–2021,history,9,7,work_e2f8e06c9049f5f3,10.7554/elife.53350,"The natverse, a versatile toolbox for combining and analysing neuroanatomical data",2020,yes,24,10,13,93
organism,elegans,2020–2021,history,39,32,work_e55d932cde0c77af,10.1038/s41586-021-03778-8,Connectomes across development reveal principles of brain maturation,2021,yes,119,20,13,100
organism,mouse,2020–2021,history,52,40,work_ee5b7f908c56d881,10.1038/s41586-025-08790-w,Functional connectomics spanning multiple areas of mouse visual cortex,2021,yes,126,37,13,99
organism,other,2020–2021,history,12,10,work_9ea9181c0d4620fd,10.1101/2020.08.21.260984,Whole-animal connectome and cell-type complement of the three-segmented Platynereis dumerilii larva,2020,yes,21,21,13,78
organism,fly,2020–2021,history,48,42,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
organism,zebrafish,2020–2021,history,7,6,work_a1904fa7e0f72eb3,10.1038/s41593-019-0576-z,Whitening of odor representations by the wiring diagram of the olfactory bulb,2020,yes,30,4,13,87
organism,human,2020–2021,history,1,1,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
dataset,DS01 C. elegans (White+),2020–2021,history,40,33,work_e55d932cde0c77af,10.1038/s41586-021-03778-8,Connectomes across development reveal principles of brain maturation,2021,yes,119,20,13,100
dataset,DS09/DS10 mouse retina,2020–2021,history,13,11,work_97fef5d2214981f3,10.1016/j.neuron.2020.09.014,Circuit reorganization shapes the developing human foveal midget connectome towards single-cone resolution,2020,yes,5,4,6,58
dataset,DS12 L4 barrel cortex,2020–2021,history,4,3,work_27e18aa6bae94e96,10.1126/science.abb4534,Postnatal connectomic development of inhibition in mouse barrel cortex,2020,yes,15,2,10,85
dataset,DS05 hemibrain,2020–2021,history,2,2,work_d21c268780bf38d6,10.7554/elife.66018,"Information flow, cell types and stereotypy in a full olfactory connectome",2020,yes,47,26,13,92
dataset,DS15 zebrafish,2020–2021,history,8,7,work_a1904fa7e0f72eb3,10.1038/s41593-019-0576-z,Whitening of odor representations by the wiring diagram of the olfactory bulb,2020,yes,30,4,13,87
dataset,DS22 Platynereis,2020–2021,history,5,5,work_9ea9181c0d4620fd,10.1101/2020.08.21.260984,Whole-animal connectome and cell-type complement of the three-segmented Platynereis dumerilii larva,2020,yes,21,21,13,78
dataset,DS19 songbird,2020–2021,history,1,1,work_239dd3ff619a0a41,10.1101/2020.02.18.954354,An anatomical substrate of credit assignment in reinforcement learning,2020,yes,5,9,11,44
dataset,DS06 FlyWire,2020–2021,history,1,1,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
dataset,DS13 MICrONS,2020–2021,history,7,5,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
dataset,DS14 H01 human cortex,2020–2021,history,1,1,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
dataset,DS03 Drosophila larva,2020–2021,history,10,9,work_c264471fa138e632,10.1038/s41593-020-0607-9,Recurrent architecture for adaptive regulation of learning in the insect brain,2020,yes,15,3,13,91
dataset,DS11 Kasthuri neocortex,2020–2021,history,1,1,work_cea033bf4ba903e5,10.4103/1673-5374.314307,Analyzing neural degeneration of the retina with connectomics,2021,yes,0,4,3,10
dataset,DS07 VNC (FANC/MANC),2020–2021,history,1,1,work_e323a05fc48f61c0,10.1101/2020.01.10.902478,Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy,2020,yes,27,7,13,96
method,FIB-SEM,2020–2021,history,6,6,work_001c0f01391e19c4,10.1038/s41598-020-70859-5,Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling,2020,yes,1,1,2,81
method,confocal,2020–2021,history,2,2,work_e4ddb9363ec5d96d,10.1080/01677063.2021.1892096,A quick and versatile protocol for the 3D visualization of transgene expression across the whole body of larval Drosophila,2021,yes,1,2,3,37
method,SBF-SEM,2020–2021,history,4,3,work_18a630f143863a39,10.1073/pnas.2106785118,A specialized spinal circuit for command amplification and directionality during escape behavior,2021,yes,2,3,4,54
method,ATUM + WaferMapper,2020–2021,history,1,1,work_0a1427cd13f43c85,10.1016/j.isci.2020.101290,Multiscale ATUM-FIB Microscopy Enables Targeted Ultrastructural Analysis at Isotropic Resolution,2020,yes,0,4,4,44
method,ssTEM,2020–2021,history,3,3,work_32632f2c4700ef08,10.3389/fnana.2021.627368,Three-Dimensional Structure of Dendritic Spines Revealed by Volume Electron Microscopy Techniques,2021,yes,2,19,12,46
method,neuPrint,2020–2021,history,1,1,work_0da43b963c6e7486,10.1101/2020.01.16.909465,neuPrint: Analysis Tools for EM Connectomics,2020,yes,26,11,13,84
method,light-sheet,2020–2021,history,4,3,work_e4ddb9363ec5d96d,10.1080/01677063.2021.1892096,A quick and versatile protocol for the 3D visualization of transgene expression across the whole body of larval Drosophila,2021,yes,1,2,3,37
method,two-photon,2020–2021,history,4,3,work_f071283c3295aa52,10.7554/elife.63392,Permeabilization-free en bloc immunohistochemistry for correlative microscopy,2020,yes,8,12,13,62
method,serial two-photon,2020–2021,history,1,1,work_2023cc62cedb365a,10.1038/s41592-021-01334-w,Cross-modal coherent registration of whole mouse brains,2021,yes,1,1,2,93
method,serial-section EM,2020–2021,history,9,8,work_e55d932cde0c77af,10.1038/s41586-021-03778-8,Connectomes across development reveal principles of brain maturation,2021,yes,119,20,13,100
method,FlyWire,2020–2021,history,1,1,work_241b54c819ff405b,10.1038/s41592-021-01330-0,FlyWire: Online community for whole-brain connectomics,2020,yes,107,27,13,97
method,SEM,2020–2021,history,2,2,work_2f6b66120e640199,10.1002/cne.25156,Synaptic inputs to broad thorny ganglion cells in macaque retina,2021,yes,3,6,6,49
method,Network motifs,2020–2021,history,5,5,work_4514cd847994dcc7,10.1101/2020.12.08.413955,A connectome of the Drosophila central complex reveals network motifs suitable for flexible navigation and context-dependent action selection,2020,yes,59,29,13,99
method,Multibeam SEM,2020–2021,history,1,1,work_3cfb4552d0463ce3,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,yes,72,21,13,97
method,X-ray microscopy,2020–2021,history,1,0,work_72b1d33f49042f77,10.1017/s1431927621009168,Multi-Scale Imaging of Connectomes With Photons and Electrons,2021,,0,1,1,10
method,expansion microscopy,2020–2021,history,2,2,work_e537b8e00c039417,10.1038/s41467-020-18422-8,Light microscopy based approach for mapping connectivity with molecular specificity,2020,yes,9,8,12,79
method,super-resolution LM,2020–2021,history,3,2,work_7bdad385499dc937,10.1101/2021.12.03.471084,Imaging Three-Dimensional Brain Organoid Architecture from Meso- to Nanoscale across Development,2021,yes,1,0,1,62
method,TEM,2020–2021,history,2,2,work_b5084356dd64493c,10.7554/elife.65745,Unveiling the sensory and interneuronal pathways of the neuroendocrine connectome in Drosophila,2021,yes,5,9,9,74
method,array tomography,2020–2021,history,2,1,work_c92a0fc5d845cc35,10.1101/2021.11.24.469932,A scalable and modular automated pipeline for stitching of large electron microscopy datasets,2021,yes,10,15,12,69
method,natverse,2020–2021,history,1,1,work_e2f8e06c9049f5f3,10.7554/elife.53350,"The natverse, a versatile toolbox for combining and analysing neuroanatomical data",2020,yes,24,10,13,93
method,GridTape TEM,2020–2021,history,1,1,work_e323a05fc48f61c0,10.1101/2020.01.10.902478,Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy,2020,yes,27,7,13,96
method,Structured-loss affinity segmentation,2020–2021,history,1,1,work_e3fe7b657f85f0ee,10.1101/2020.01.17.909572,Accelerated EM Connectome Reconstruction using 3D Visualization and Segmentation Graphs,2020,yes,9,7,12,36
method,U-Net,2020–2021,history,1,1,work_f51a122abe38a644,10.1016/j.bspc.2021.102829,An effective AI integrated system for neuron tracing on anisotropic electron microscopy volume,2021,yes,3,5,7,38
axis,pipeline_stage,2022–2023,history,162,132,work_2f968b5df6b0dd3d,10.1126/science.add9330,The connectome of an insect brain,2022,yes,49,21,13,100
axis,biological_application,2022–2023,history,11,9,work_a79338d25cd0e172,10.1146/annurev-neuro-110920-032645,Neural Networks for Navigation: From Connections to Computations.,2023,yes,5,4,7,92
axis,registry_dataset,2022–2023,history,28,23,work_f4089e71d372f0e5,10.1126/science.abo0924,Connectomic comparison of mouse and human cortex,2022,yes,38,5,13,99
axis,field_synthesis,2022–2023,history,1,1,work_0e4e42b0cb08974f,10.1186/s40537-023-00751-2,The evolution of Big Data in neuroscience and neurology,2023,yes,0,3,3,89
axis,untagged,2022–2023,history,16,14,work_fe4fbe0b28a2fe59,10.3389/fphys.2023.1076533,Virtual Fly Brain—An interactive atlas of the Drosophila nervous system,2023,yes,13,13,12,95
axis,health_translation,2022–2023,history,7,5,work_aea20c42d6eebc8d,10.1111/dgd.12890,Studying zebrafish nervous system structure and function in health and disease with electron microscopy,2023,yes,0,7,6,28
axis,training_outreach,2022–2023,history,3,1,work_9224f576c520ade6,10.1007/s00418-023-02204-6,Online citizen science with the Zooniverse for analysis of biological volumetric data,2023,yes,0,2,2,70
stage,segmentation,2022–2023,history,49,40,work_6db95f64553b035d,10.1038/s41592-022-01621-0,Automated synapse-level reconstruction of neural circuits in the larval zebrafish brain,2022,yes,20,22,13,96
stage,proofreading,2022–2023,history,47,38,work_ab6b317a17285c28,10.1038/s41592-024-02226-5,RoboEM: automated 3D flight tracing for synaptic-resolution connectomics,2022,yes,16,36,13,81
stage,graph_analysis,2022–2023,history,89,74,work_2f968b5df6b0dd3d,10.1126/science.add9330,The connectome of an insect brain,2022,yes,49,21,13,100
stage,preparation,2022–2023,history,14,11,work_579bab55f1835737,10.1016/j.biopsych.2023.01.025,Immersion fixation and staining of multi-cubic millimeter volumes for electron microscopy-based connectomics of human brain biopsies,2023,yes,13,12,13,87
stage,modeling,2022–2023,history,21,17,work_fafef48ad68a0f38,10.1101/2023.03.11.532232,Connectome-constrained deep mechanistic networks predict neural responses across the fly visual system at single-neuron resolution,2023,yes,6,12,13,87
stage,sectioning,2022–2023,history,20,14,work_6db95f64553b035d,10.1038/s41592-022-01621-0,Automated synapse-level reconstruction of neural circuits in the larval zebrafish brain,2022,yes,20,22,13,96
stage,acquisition,2022–2023,history,30,25,work_542d289b1df8abc6,10.1101/2023.06.05.543757,A Connectome of the Male Drosophila Ventral Nerve Cord,2023,yes,37,12,13,99
stage,infrastructure,2022–2023,history,46,38,work_4d88921e492f9434,10.3389/fninf.2022.896292,neuPrint: An open access tool for EM connectomics,2022,yes,32,17,13,93
stage,alignment,2022–2023,history,10,6,work_bf960a676e2587a3,10.1038/s41467-023-44354-0,Petascale pipeline for precise alignment of images from serial section electron microscopy,2022,yes,7,7,11,80
stage,synapses,2022–2023,history,14,12,work_6db95f64553b035d,10.1038/s41592-022-01621-0,Automated synapse-level reconstruction of neural circuits in the larval zebrafish brain,2022,yes,20,22,13,96
organism,mouse,2022–2023,history,33,27,work_55a31c8884d2dba2,10.1101/2023.01.23.525290,Cell-type-specific inhibitory circuitry from a connectomic census of mouse visual cortex,2023,yes,11,28,13,91
organism,other,2022–2023,history,12,10,work_3fddccfee3181b91,10.1038/s41592-022-01624-x,SyConn2: dense synaptic connectivity inference for volume electron microscopy,2022,yes,11,11,12,67
organism,elegans,2022–2023,history,35,29,work_be884a73cedf8f72,10.1016/j.neuron.2023.09.043,The neuropeptidergic connectome of C. elegans,2022,yes,28,27,13,97
organism,fly,2022–2023,history,64,55,work_2f968b5df6b0dd3d,10.1126/science.add9330,The connectome of an insect brain,2022,yes,49,21,13,100
organism,zebrafish,2022–2023,history,14,13,work_6db95f64553b035d,10.1038/s41592-022-01621-0,Automated synapse-level reconstruction of neural circuits in the larval zebrafish brain,2022,yes,20,22,13,96
